IID,inferred_pop
100973280068_R06C01,EUR
100973280068_R06C02,EUR
100973280074_R01C01,EAS
100973280074_R02C01,EAS
100973280074_R05C02,EUR
100973280077_R06C02,EUR
100973280078_R01C01,EUR
100973280078_R01C02,AMR
100973280078_R02C01,AMR
100973280078_R02C02,EUR
100973280078_R03C01,EUR
100973280078_R03C02,EUR
100973280078_R04C01,EUR
100973280078_R04C02,EUR
100973280078_R05C01,AMR
100973280078_R05C02,AMR
100973280078_R06C01,AMR
100973280081_R05C01,AFR
100973280082_R06C02,EUR
100973280083_R06C02,EUR
100973280084_R03C01,EUR
100973280084_R04C01,EUR
100973280084_R05C01,EUR
100973280084_R06C01,EUR
100973280085_R01C01,EUR
100973280085_R02C01,EAS
100973280085_R03C01,SAS
100973280087_R01C01,EUR
100973280087_R01C02,EUR
100973280087_R02C02,EUR
100973280087_R03C01,EUR
100973280087_R03C02,EUR
100973280087_R04C01,EUR
100973280087_R04C02,EUR
100973280087_R05C01,EAS
100973280087_R05C02,EUR
100973280087_R06C01,EUR
100973280087_R06C02,EUR
100973280090_R01C02,EUR
100973280090_R03C02,EUR
100973280090_R04C02,EUR
100973280090_R05C02,EUR
100973280090_R06C02,EUR
100973280091_R01C01,EUR
100973280091_R02C01,AMR
100973280091_R03C01,EUR
100973280091_R05C01,AMR
100973280091_R06C01,EUR
100973280092_R01C01,AFR
100973280092_R01C02,EUR
100973280092_R02C01,AFR
100973280092_R02C02,AMR
100973280092_R03C01,EUR
100973280092_R03C02,AMR
100973280092_R04C01,EUR
100973280092_R04C02,AMR
100973280092_R05C01,EUR
100973280092_R05C02,AMR
100973280092_R06C01,AMR
100973280092_R06C02,EUR
100973280094_R01C02,EUR
100973280094_R02C02,EUR
100973280094_R03C01,EUR
100973280094_R03C02,EUR
100973280094_R04C02,EUR
100973280094_R05C01,SAS
100973280094_R06C01,SAS
100973280095_R01C01,EUR
100973280095_R01C02,EUR
100973280095_R02C01,EUR
100973280095_R02C02,EUR
100973280095_R03C02,EUR
100973280095_R04C01,EUR
100973280095_R04C02,EUR
100973280095_R05C01,EUR
100973280095_R05C02,SAS
100973280095_R06C01,EUR
100973280095_R06C02,SAS
100973280100_R01C01,EUR
100973280100_R02C01,EUR
100973280100_R03C01,EUR
100973280100_R04C01,EUR
100973280100_R05C01,AFR
100973280100_R06C01,AFR
100973280101_R03C01,EUR
100973280101_R04C01,EUR
100973280113_R01C01,EUR
100973280113_R01C02,EAS
100973280113_R02C01,EAS
100973280113_R02C02,EAS
100973280113_R03C01,EUR
100973280113_R03C02,EUR
100973280113_R04C01,EUR
100973280113_R04C02,EUR
100973280113_R05C01,EUR
100973280113_R06C01,EAS
100973280119_R04C02,EUR
100973280121_R01C02,EUR
100973280121_R03C01,EAS
100973280121_R04C01,EAS
100973280121_R05C01,EUR
100973280121_R06C01,EUR
100973280123_R01C01,EUR
100973280123_R02C01,EUR
100973280123_R03C02,EUR
100973280123_R04C02,EAS
100973280123_R05C01,SAS
100973280123_R05C02,EAS
100973280123_R06C01,SAS
100973280123_R06C02,EUR
100973280124_R01C01,SAS
100973280124_R01C02,AFR
100973280124_R02C01,SAS
100973280124_R02C02,EAS
100973280124_R03C01,EUR
100973280124_R03C02,EUR
100973280124_R04C01,EUR
100973280124_R04C02,EUR
100973280124_R05C01,AMR
100973280124_R06C01,EUR
100973280127_R01C02,AMR
100973280127_R02C02,EUR
100973280127_R03C01,SAS
100973280127_R03C02,EUR
100973280127_R04C01,EUR
100973280127_R04C02,AMR
100973280127_R05C01,EAS
100973280127_R06C01,EUR
100973280129_R02C02,EUR
100973280129_R03C02,EUR
100973280129_R04C02,AMR
100973280129_R05C02,AMR
100973280129_R06C02,AMR
100973280131_R01C02,AMR
100973280131_R02C01,EAS
100973280131_R02C02,EAS
100973280131_R03C01,EUR
100973280131_R03C02,EAS
100973280131_R04C01,EUR
100973280131_R04C02,SAS
100973280131_R05C01,AFR
100973280131_R05C02,SAS
100973280131_R06C01,EUR
100973280132_R05C01,EUR
100973280140_R01C02,EUR
100973280140_R02C02,EUR
100973280140_R03C02,EUR
100973280140_R04C02,EUR
100973280140_R05C02,AFR
100973280140_R06C02,EUR
100973280141_R01C01,EUR
100973280141_R02C01,EUR
100973280141_R03C01,EUR
100973280141_R04C01,EUR
100973340003_R01C01,EAS
100973340003_R02C01,EUR
100973340003_R03C01,EUR
100973340003_R04C01,EUR
100973340003_R05C01,EUR
100973340009_R01C01,AFR
100973340009_R02C01,AFR
100973340013_R03C01,EUR
100973340013_R04C01,EUR
100973340013_R05C01,SAS
100973340013_R06C01,SAS
100973340015_R01C02,EUR
100973340015_R04C01,EUR
100973340015_R05C01,EUR
100973340015_R06C01,EUR
100973340018_R01C01,EUR
100973340018_R01C02,EUR
100973340018_R02C01,EUR
100973340018_R02C02,EUR
100973340018_R03C01,EUR
100973340018_R03C02,EAS
100973340018_R05C02,EUR
100973340018_R06C01,AMR
100973340029_R03C02,EUR
100973340029_R04C02,EUR
100973340029_R05C02,EAS
100973340029_R06C02,EAS
100973340030_R02C01,EUR
100973340030_R03C01,EUR
100973340030_R04C01,EUR
100973340050_R01C02,EUR
100973340050_R02C02,EUR
100973340050_R03C02,EUR
100973340050_R04C01,EUR
100973340050_R04C02,EUR
100973340050_R05C01,EUR
100973340050_R05C02,EAS
100973340050_R06C01,AFR
100973340050_R06C02,EUR
100973340054_R04C02,AFR
100973340054_R05C02,AFR
100973340085_R02C02,EUR
100973340085_R03C02,EUR
100973340085_R04C02,EUR
100973340085_R05C02,AMR
100973340085_R06C02,EUR
100973340092_R01C02,EAS
100973340092_R02C02,EUR
100973340092_R04C02,EAS
100973340092_R05C01,EUR
100973340092_R05C02,EUR
100973340092_R06C02,EAS
100973340094_R01C01,EAS
100973340097_R05C02,EUR
100973340097_R06C02,EUR
100973340098_R01C01,EUR
100973340098_R02C01,EUR
100973340098_R03C01,EUR
100973340098_R03C02,AFR
100973340098_R04C01,EUR
100973340098_R04C02,EAS
100973340098_R05C02,EUR
100973340099_R01C01,EUR
100973340099_R02C01,EAS
100973340099_R06C02,SAS
100973340101_R01C01,EAS
100973340101_R02C01,EAS
100973340101_R02C02,EUR
100973340101_R03C02,EUR
100973340101_R04C01,EUR
100973340101_R04C02,EUR
100973340101_R05C01,SAS
100973340101_R05C02,SAS
100973340101_R06C02,SAS
100973340107_R02C01,EUR
100973340107_R03C01,EUR
100973340107_R03C02,EUR
100973340107_R05C02,EUR
100973340107_R06C01,EUR
101034430016_R06C01,EUR
101034430053_R01C01,EUR
101034430053_R01C02,EUR
101034430053_R02C01,EAS
101034430053_R02C02,EUR
101034430053_R03C01,EUR
101034430053_R03C02,SAS
101034430053_R04C01,EUR
101034430053_R04C02,EUR
101034430053_R05C01,EUR
101034430053_R06C01,EUR
101034430064_R01C01,EAS
101034430064_R03C01,EUR
101034430064_R04C01,EUR
101034430064_R05C01,EUR
101034430064_R05C02,EUR
101034430064_R06C01,EUR
101034430065_R01C01,EUR
101034430065_R01C02,EUR
101034430065_R02C01,SAS
101034430065_R02C02,EUR
101034430066_R01C01,EUR
101034430066_R01C02,EUR
101034430066_R02C01,EUR
101034430066_R02C02,EUR
101034430066_R03C02,AMR
101034430067_R01C02,EUR
101034430067_R02C02,EUR
101034430067_R03C02,EUR
101034430067_R04C01,EUR
101034430067_R05C01,EUR
101034430067_R05C02,EUR
101034430067_R06C01,EUR
101034430069_R02C02,EUR
101034430069_R03C02,EUR
101034430071_R01C02,EAS
101034430071_R02C02,EAS
101034430071_R03C01,EAS
101034430071_R03C02,EAS
101034430071_R04C01,EUR
101034430071_R05C01,EUR
101034430071_R06C01,EAS
101034430071_R06C02,EUR
101034430072_R05C02,AFR
101034430072_R06C02,AFR
101034430074_R02C01,EUR
101034430074_R03C01,EUR
101034430074_R04C01,AMR
101034430074_R05C01,AMR
101034430075_R01C02,AMR
101034430075_R02C02,EUR
101034430075_R03C02,EUR
101034430075_R04C02,EUR
101034430075_R05C01,EAS
101034430075_R05C02,EUR
101034430075_R06C01,EAS
101034430077_R03C02,EAS
101034430077_R04C02,EUR
101034430077_R05C02,EUR
101034430077_R06C02,EUR
101034430078_R03C01,EUR
101034430078_R04C01,EUR
101034430082_R03C01,EUR
101034430082_R05C02,EAS
101034430082_R06C01,AFR
101034430083_R01C01,EUR
101034430083_R01C02,EUR
101034430083_R02C01,EUR
101034430083_R02C02,EUR
101034430083_R03C01,AFR
101034430083_R03C02,EUR
101034430083_R04C02,AMR
101034430083_R05C02,EUR
101034430083_R06C02,EUR
101034430085_R01C02,EUR
101034430085_R02C02,EUR
101034430085_R03C01,EUR
101034430085_R03C02,EUR
101034430085_R04C01,EUR
101034430085_R04C02,EUR
101034430085_R05C01,SAS
101034430085_R06C01,SAS
101034430087_R01C01,EUR
101034430087_R01C02,EUR
101034430087_R02C01,EUR
101034430087_R02C02,EUR
101034430087_R03C01,EUR
101034430087_R03C02,EUR
101034430087_R04C01,EUR
101034430087_R04C02,EUR
101034430087_R05C02,EAS
101034430087_R06C02,EAS
101034430088_R02C02,EUR
101034430088_R03C02,EUR
101034430088_R04C02,EUR
101034430088_R05C01,EUR
101034430088_R05C02,AMR
101034430088_R06C01,EUR
101034430088_R06C02,EUR
101034430090_R01C02,EUR
101034430090_R02C02,AMR
101034430090_R03C02,SAS
101034430090_R04C02,SAS
101034430090_R05C01,EUR
101034430090_R05C02,EUR
101034430090_R06C01,EUR
101034430090_R06C02,EUR
101034430092_R01C02,EUR
101034430092_R02C02,EUR
101034430092_R03C02,EUR
101034430092_R04C02,AMR
101034430092_R05C01,EUR
101034430092_R05C02,EUR
101034430092_R06C01,EUR
101034430093_R03C01,EUR
101034430093_R04C01,EUR
101034430093_R05C02,SAS
101034430093_R06C01,EUR
101034430096_R01C01,AMR
101034430096_R04C02,EUR
101034430096_R05C02,EUR
101034430096_R06C02,EUR
101034430104_R01C02,EUR
101034430104_R05C01,EUR
101034430104_R06C01,EUR
101034430106_R01C02,EUR
101034430106_R06C01,EUR
101034430109_R01C02,EUR
101034430109_R02C02,EUR
101034430109_R03C01,EUR
101034430109_R03C02,EUR
101034430109_R04C01,EUR
101034430109_R04C02,AMR
101034430109_R05C01,AMR
101034430109_R05C02,EUR
101034430109_R06C01,SAS
101034430109_R06C02,EUR
101034430112_R01C01,EAS
101034430112_R01C02,AMR
101034430112_R02C01,EAS
101034430112_R02C02,EUR
101034430112_R03C01,EUR
101034430112_R03C02,AMR
101034430112_R04C02,AMR
101034430112_R05C01,EUR
101034430112_R05C02,EAS
101034430112_R06C01,AMR
101034430112_R06C02,EAS
101034430114_R06C01,EUR
101034430122_R05C01,AMR
101034430122_R06C01,EUR
101034430126_R01C02,EUR
101034430126_R06C01,AMR
101034430133_R02C01,AFR
101034430133_R02C02,AMR
101034430133_R03C01,AFR
101034430160_R01C02,EAS
101034430160_R02C01,EUR
101034430160_R02C02,EUR
101034430160_R03C01,AFR
101034430160_R03C02,EUR
101034430160_R04C02,EUR
101034430160_R05C02,EAS
101034430160_R06C01,EUR
101034430162_R02C01,EAS
101034430162_R03C01,EUR
101034430162_R04C01,EUR
101034430164_R01C02,EAS
101034430164_R02C01,EUR
101034430164_R03C01,EUR
101034430164_R04C01,EUR
101034430164_R05C01,AMR
101034430165_R01C02,EUR
101034430165_R03C02,AMR
101034430165_R04C01,EUR
101034430165_R05C01,AMR
101034430165_R06C01,NA
101034440014_R01C01,EUR
101034440014_R02C01,EUR
101034440037_R01C01,EUR
101034440037_R02C01,EUR
101034440037_R03C01,EUR
101034440037_R04C01,EUR
101034440039_R01C01,AMR
101034440039_R02C01,EUR
101034440040_R02C01,EUR
101034440040_R03C01,SAS
101034440051_R02C01,SAS
101034440051_R03C01,SAS
101034440057_R01C01,EUR
101034440057_R01C02,SAS
101034440057_R02C01,AMR
101034440057_R02C02,EUR
101034440057_R06C01,SAS
101034440058_R06C02,AMR
101034440061_R02C01,EAS
101034440064_R01C02,AMR
101034440064_R02C02,AMR
101034440068_R02C02,EUR
101034440068_R05C02,EAS
101034440068_R06C02,EAS
101034440070_R01C01,EUR
101034440070_R02C01,EUR
101034440070_R02C02,EUR
101034440070_R03C01,EAS
101034440070_R03C02,AFR
101034440070_R04C01,EUR
101034440070_R04C02,AFR
101034440070_R05C01,EUR
101034440070_R05C02,EUR
101034440077_R01C01,EUR
101034440077_R02C01,EUR
101034440077_R02C02,AMR
101034440077_R03C01,EAS
101034440077_R03C02,EUR
101034440077_R04C01,EUR
101034440077_R04C02,SAS
101034440077_R05C01,EUR
101034440077_R05C02,SAS
101034440083_R01C02,EUR
101034440083_R02C01,EUR
101034440083_R02C02,EUR
101034440083_R03C01,EUR
101034440083_R03C02,AMR
101034440083_R04C01,EAS
101034440083_R04C02,EUR
101034440083_R05C01,AMR
101034440083_R05C02,EAS
101034440083_R06C02,AMR
101034440087_R03C02,EUR
101034440087_R04C02,EUR
101034440089_R01C01,EUR
101034440089_R06C02,EUR
101034440090_R01C02,EUR
101034440090_R02C02,EUR
101034440090_R03C01,AMR
101034440090_R03C02,EUR
101034440090_R04C01,EUR
101034440090_R04C02,EUR
101034440090_R05C01,EUR
101034440090_R05C02,EUR
101034440090_R06C01,EUR
101034440090_R06C02,EUR
101034440095_R01C01,EAS
101034440095_R01C02,AFR
101034440095_R02C01,EAS
101034440095_R02C02,EUR
101034440095_R03C02,SAS
101034440095_R04C02,SAS
101034440095_R06C02,EUR
101034440097_R01C01,EUR
101034440097_R01C02,EUR
101034440097_R02C01,EUR
101034440097_R02C02,EUR
101034440097_R03C01,EUR
101034440097_R03C02,EUR
101034440097_R04C01,EUR
101034440097_R04C02,EUR
101034440097_R05C01,EUR
101034440098_R01C01,EUR
101034440098_R02C01,EUR
101034440098_R02C02,EUR
101034440098_R03C01,EUR
101034440098_R03C02,EUR
101034440098_R04C01,EUR
101034440098_R04C02,EUR
101034440099_R04C02,EUR
101034440099_R05C02,EUR
101034440100_R01C01,EUR
101034440100_R04C01,EAS
101034440100_R05C01,EUR
101034440100_R05C02,EUR
101034440100_R06C01,EUR
101034440107_R01C02,EAS
101034440107_R02C02,EUR
101034440107_R03C01,EUR
101034440107_R03C02,EUR
101034440107_R04C01,EUR
101034440107_R04C02,SAS
101034440107_R05C01,EUR
101034440107_R05C02,SAS
101034440107_R06C01,EUR
101034440109_R01C01,EUR
101034440109_R02C01,EUR
101034440113_R01C01,EUR
101034440113_R01C02,AMR
101034440113_R02C01,EUR
101034440113_R03C01,EUR
101034440113_R05C02,EUR
101034440113_R06C01,AMR
101034440114_R02C01,EUR
101034440114_R03C01,EUR
101034440114_R04C01,AFR
101034440118_R01C01,EUR
101034440118_R02C01,EUR
101034440118_R03C01,EUR
101034440135_R01C02,EUR
101034440135_R02C02,EUR
101034440135_R04C02,EUR
101034440146_R03C02,EAS
101034440146_R04C02,EAS
101034440146_R05C02,EUR
101034440146_R06C02,EUR
101064370055_R04C01,EUR
101064370055_R05C01,EUR
101064370071_R01C01,EUR
101064370071_R01C02,AMR
101064370071_R02C02,EUR
101064370071_R03C02,EUR
101064370071_R04C01,EUR
101064370071_R04C02,EUR
101064370071_R05C01,EUR
101064370071_R05C02,EUR
101064370071_R06C01,EUR
101064370089_R01C01,EAS
101064370089_R01C02,EUR
101064370089_R02C01,EAS
101064370089_R02C02,EUR
101064370089_R03C01,EUR
101064370089_R03C02,SAS
101064370089_R04C01,EUR
101064370089_R04C02,SAS
101064370089_R05C02,EAS
101064370089_R06C02,EUR
101064370093_R01C02,EUR
101064370093_R02C02,AMR
101064370093_R03C02,EUR
101064370093_R04C02,EUR
101064370093_R05C02,EUR
101064370093_R06C01,EUR
101064370093_R06C02,EUR
101064370097_R01C01,EUR
101064370097_R01C02,EUR
101064370097_R02C01,EAS
101064370097_R02C02,EUR
101064370097_R03C01,EUR
101064370097_R03C02,EUR
101064370097_R04C01,EUR
101064370097_R04C02,EUR
101064370097_R05C01,EUR
101064370097_R06C01,EUR
101064370098_R01C01,SAS
101064370098_R02C01,EUR
101064370098_R02C02,EUR
101064370098_R03C01,EUR
101064370098_R03C02,EUR
101064370098_R04C01,AMR
101064370098_R04C02,AMR
101064370098_R05C02,EUR
101064370103_R01C01,EAS
101064370103_R01C02,EAS
101064370103_R02C01,EUR
101064370103_R02C02,EUR
101064370103_R03C01,SAS
101064370103_R03C02,EAS
101064370103_R04C01,SAS
101064370103_R05C01,EUR
101064370103_R06C01,EAS
101064370112_R01C01,EUR
101064370112_R01C02,EUR
101064370112_R02C01,EUR
101064370112_R02C02,EUR
101064370112_R03C01,EUR
101064370112_R03C02,EAS
101064370112_R04C01,EUR
101064370112_R04C02,AFR
101064370112_R05C01,EUR
101064370112_R06C01,EUR
101064370119_R01C02,EUR
101064370119_R02C02,EUR
101064370119_R03C02,EUR
101064370119_R04C02,EUR
101064370119_R06C02,AMR
101064370120_R01C01,EUR
101064370120_R01C02,AMR
101064370120_R02C01,EUR
101064370120_R03C01,EUR
101064370120_R04C01,EUR
101064370120_R04C02,EUR
101064370120_R05C01,EUR
101064370120_R05C02,EUR
101064370120_R06C01,EUR
101064370120_R06C02,SAS
101064370125_R01C02,AFR
101064370125_R02C02,AFR
101064370126_R01C01,EUR
101064370126_R01C02,AMR
101064370126_R02C01,EAS
101064370126_R02C02,EAS
101064370126_R03C01,EUR
101064370126_R03C02,AMR
101064370126_R04C01,EAS
101064370126_R04C02,EUR
101064370126_R05C01,EAS
101064370126_R05C02,AMR
101064370126_R06C01,AMR
101064370126_R06C02,AMR
101064370127_R01C01,EAS
101064370131_R01C01,EAS
101064370131_R04C01,EUR
101064370131_R05C01,EUR
101064370134_R01C01,EUR
101064370134_R01C02,EUR
101064370134_R02C01,EUR
101064370134_R02C02,EUR
101064370134_R03C01,EUR
101064370134_R03C02,EUR
101064370134_R04C02,EUR
101064370134_R06C01,AFR
101064370138_R01C02,EUR
101064370138_R03C02,EUR
101064370143_R01C01,EAS
101064370143_R01C02,AMR
101064370143_R02C01,EAS
101064370143_R02C02,AMR
101064370143_R03C01,EUR
101064370143_R04C01,EUR
101064370143_R04C02,AMR
101064370143_R05C01,AMR
101064370143_R05C02,AMR
101064370143_R06C01,AMR
101064370143_R06C02,EUR
101064370144_R01C01,EUR
101064370145_R01C01,SAS
101064370145_R02C01,EUR
101064370147_R01C02,EUR
101064370147_R02C02,EUR
101064370147_R03C01,EUR
101064370147_R04C01,EUR
101064370147_R05C01,EUR
101064370147_R06C01,EUR
101064370151_R01C02,EUR
101064370151_R02C01,EUR
101064370151_R03C01,EUR
101064370151_R04C01,EUR
101064370151_R05C01,EUR
101064370151_R06C01,EUR
101064370157_R01C02,EUR
101064370157_R06C01,EUR
101064370162_R03C01,EUR
101064370162_R05C01,EUR
101064370165_R05C02,EAS
101064370168_R01C02,EUR
101064370168_R02C02,EUR
101064370168_R03C02,EUR
101064370168_R04C02,AMR
101064370168_R05C02,EUR
101064370168_R06C01,EUR
101064370168_R06C02,EUR
101064400002_R01C02,AMR
101064400002_R02C02,EUR
101064400002_R03C01,EUR
101064400002_R03C02,EAS
101064400002_R04C01,EUR
101064400002_R04C02,EAS
101064400002_R05C01,EAS
101064400002_R05C02,EUR
101064400002_R06C01,EAS
101064400002_R06C02,EUR
101064400003_R01C01,EAS
101064400003_R02C01,EAS
101064400003_R05C01,EUR
101064400003_R06C01,EUR
101064400013_R01C02,EUR
101064400013_R02C02,EUR
101064400013_R03C02,EUR
101064400013_R04C02,EUR
101064400013_R05C01,EUR
101064400013_R06C01,EUR
101064400014_R02C02,EUR
101064400014_R03C02,EUR
101064400014_R04C02,AMR
101064400014_R05C02,EAS
101064400024_R02C01,EUR
101064400024_R03C01,EUR
101064400034_R01C02,EUR
101064400034_R04C02,SAS
101064400034_R05C02,SAS
101064400034_R06C01,EUR
101064400036_R03C02,SAS
101064400036_R04C02,SAS
101064400036_R05C01,AFR
101064400036_R06C01,AFR
101064400037_R02C02,EUR
101064400037_R03C02,EUR
101064400037_R04C02,SAS
101064400037_R05C02,EUR
101064400038_R01C01,EUR
101064400038_R01C02,EUR
101064400038_R02C01,SAS
101064400038_R02C02,EUR
101064400038_R03C01,EUR
101064400038_R04C01,EUR
101064400038_R05C01,EUR
101064400038_R05C02,EUR
101064400038_R06C01,EUR
101064400040_R02C01,EUR
101064400040_R02C02,EAS
101064400040_R03C01,EAS
101064400040_R04C01,EAS
101064400040_R05C01,EAS
101064400041_R01C02,EUR
101064400041_R02C02,EUR
101064400041_R05C02,AMR
101064400042_R01C02,EUR
101064400042_R02C02,AMR
101064400042_R03C01,EUR
101064400042_R03C02,EUR
101064400042_R04C01,EUR
101064400042_R04C02,AFR
101064400042_R05C01,SAS
101064400042_R06C01,SAS
101064400060_R03C01,AMR
101064400060_R04C01,AMR
101064400138_R01C01,EUR
101064400138_R01C02,EUR
101064400138_R02C01,EAS
101064400138_R02C02,EUR
101064400138_R03C02,EUR
101064400138_R04C02,EUR
101064400138_R05C01,EUR
101064400138_R05C02,EUR
101064400138_R06C01,EAS
101064400140_R01C01,AMR
101064400140_R02C01,EAS
101072130004_R02C01,AMR
101072130004_R03C01,EAS
101072130004_R04C01,EUR
101072130004_R05C01,EUR
101072130047_R02C01,SAS
101072130047_R03C01,SAS
101072130048_R03C02,EAS
101072130048_R04C02,EUR
101072130048_R05C02,EUR
101072130048_R06C02,EAS
101072130056_R03C02,AMR
101072130056_R04C02,SAS
101072130056_R05C01,EUR
101072130056_R05C02,EUR
101072130056_R06C01,EUR
101072130056_R06C02,EUR
101072130060_R01C01,EUR
101072130060_R02C01,EUR
101072130060_R03C01,AFR
101072130060_R06C02,EUR
101106530003_R01C01,EAS
101106530003_R01C02,AMR
101106530003_R02C01,EUR
101106530003_R02C02,EUR
101106530003_R03C01,EUR
101106530003_R03C02,EUR
101106530003_R04C01,EAS
101106530003_R04C02,EUR
101106530003_R05C01,EAS
101106530003_R05C02,EUR
101106530003_R06C01,EAS
101106530004_R01C01,EUR
101106530004_R02C01,SAS
101106530004_R03C01,SAS
101106530005_R01C02,EUR
101106530005_R02C02,EUR
101106530005_R03C02,EUR
101106530005_R04C01,EUR
101106530005_R05C01,EUR
101106530005_R06C01,EUR
101106530005_R06C02,AFR
101106530006_R01C01,EAS
101106530007_R01C01,EUR
101106530007_R02C01,EUR
101106530007_R03C01,EUR
101106530007_R03C02,EUR
101106530007_R04C01,EUR
101106530007_R04C02,EUR
101106530007_R05C01,EAS
101106530007_R06C01,EAS
101106530010_R01C01,EUR
101106530010_R03C01,EUR
101106530011_R01C01,EUR
101106530011_R01C02,AMR
101106530011_R02C01,EUR
101106530011_R02C02,EUR
101106530011_R03C01,EUR
101106530011_R03C02,EAS
101106530011_R04C01,EUR
101106530011_R04C02,EAS
101106530011_R05C01,EUR
101106530011_R05C02,EUR
101106530011_R06C01,EUR
101106530020_R01C01,EUR
101106530020_R02C01,EAS
101106530020_R03C01,EAS
101106530020_R03C02,AMR
101106530020_R04C01,EUR
101106530020_R04C02,EUR
101106530020_R05C01,EUR
101106530026_R01C01,SAS
101106530026_R01C02,EUR
101106530026_R02C01,SAS
101106530026_R02C02,EUR
101106530026_R03C02,AMR
101106530026_R04C02,AMR
101106530043_R02C02,EUR
101106530043_R04C01,EAS
101106530043_R05C01,SAS
101106530043_R06C01,SAS
101106530052_R01C02,EUR
101106530052_R06C01,EUR
101106530058_R03C01,AFR
101106530058_R03C02,EUR
101106530058_R04C02,EUR
101106530058_R05C01,AFR
101106530058_R06C01,AMR
101106530064_R06C02,EUR
101106530069_R01C01,EUR
101106530069_R02C01,EUR
101106530069_R03C01,EUR
101106530069_R04C01,EUR
101106530139_R01C02,EUR
101106530139_R02C01,EUR
101106530139_R03C01,EUR
101106530139_R03C02,AMR
101106530139_R04C01,EUR
101106530139_R04C02,AMR
101106530139_R05C01,AMR
101106530139_R06C01,EAS
101106530160_R05C02,EAS
101106530160_R06C02,EAS
101106530161_R01C01,EUR
101106530161_R01C02,AMR
101106530161_R02C01,EUR
101106530161_R02C02,SAS
101106530161_R03C01,EUR
101106530161_R03C02,EUR
101106530161_R04C01,EUR
101106530161_R04C02,EUR
101106530161_R05C01,SAS
101106530161_R06C01,AMR
101148520001_R01C01,EAS
101148520001_R01C02,EUR
101148520001_R02C01,EAS
101148520001_R02C02,AMR
101148520001_R03C01,EUR
101148520001_R03C02,EUR
101148520001_R04C01,EUR
101148520001_R04C02,AMR
101148520001_R05C01,EUR
101148520001_R06C01,EUR
101148520004_R02C02,AMR
101148520004_R03C02,AMR
101148520004_R04C02,AMR
101148520004_R05C02,AMR
101148520013_R01C01,EUR
101148520013_R02C01,EUR
101148520015_R02C01,EUR
101148520015_R02C02,EUR
101148520015_R03C01,AMR
101148520015_R03C02,EAS
101148520015_R04C01,EUR
101148520015_R04C02,AMR
101148520015_R05C01,EUR
101148520015_R05C02,EAS
101148520015_R06C01,AMR
101148520017_R01C01,EUR
101148520017_R01C02,EUR
101148520017_R02C01,EUR
